Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1761999,,0,383.32,0,3.82,18,[Cl-].[Cl-].C(\C=C/C[n+]1cccc2ccccc12)[n+]3cccc4ccccc34,IC50,'=',800,nM,6.1,,,UO_0000065,19.52,0.35,2.28,78.57,FALSE,CHEMBL1763500,Inhibition of human plasmatic BChE by modified Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1759923,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1771549,,0,562.43,1,5.61,47,[Br-].[Br-].C(c1cccc(c1)c2cccc(C[N+]34CCC(CC3)CC4)c2)[N+]56CCC(CC5)CC6,IC50,'=',36,nM,7.44,,,UO_0000065,18.49,0.34,1.83,,FALSE,CHEMBL1772320,Inhibition of human BChE after 20 mins using butyrylthiocholine iodide as a substrate by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1770085,1,Scientific Literature,J. Med. Chem.,2011,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,Donepezil,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,IC50,'=',3900,nM,5.41,,,UO_0000065,14.25,0.26,1.05,13.95,FALSE,CHEMBL1772320,Inhibition of human BChE after 20 mins using butyrylthiocholine iodide as a substrate by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1770085,1,Scientific Literature,J. Med. Chem.,2011,
CHEMBL1773492,,0,506.69,2,7.23,22,CCN(CC)CCc1ccc(Oc2ccc(cc2)C(=O)c3ccc(CN(C)Cc4ccccc4)cc3)cc1,IC50,'=',209000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1775597,Inhibition of human BChE using butyrylthiocholine iodide as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1773070,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL3099500,,0,1151.42,,,2c,CN(CCCCNc1c2CCCCc2nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)OCc6ccccc6)cccc13)CCCNc7c8CCCCc8nc9ccccc79,Ki,'=',21.26,nM,7.67,,,UO_0000065,6.66,,,,FALSE,CHEMBL3102253,Inhibition of human butyrylcholine esterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3098022,1,Scientific Literature,ACS Med. Chem. Lett.,2013,
CHEMBL1770550,,0,512.61,1,3.94,4,O=C1C=C(NCCCNCc2oc3ccccc3c2)C(=O)C=C1NCCCNCc4oc5ccccc5c4,IC50,'=',2600,nM,5.58,,,UO_0000065,10.9,0.2,1.65,5.15,FALSE,CHEMBL1771989,Inhibition of human serum BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1770071,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL2159664,,0,497.43,1,5.07,2g,[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCCCC[n+]3ccccc3)cc2,Ki,'=',66,nM,7.18,,,UO_0000065,17.2,0.32,2.11,12.11,FALSE,CHEMBL2162063,Inhibition of human recombinant BChE using acetylthiocholine as substrate,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2157925,1,Scientific Literature,Bioorg. Med. Chem.,2012,
CHEMBL2159656,,0,537.5,0,4.35,1g,[Br-].CN(C)c1cc[n+](CCCCOc2ccc(cc2)C(=O)NCCc3c[nH]c4ccccc34)cc1,Ki,'=',2360,nM,5.63,,,UO_0000065,12.3,0.23,1.28,9.19,FALSE,CHEMBL2162063,Inhibition of human recombinant BChE using acetylthiocholine as substrate,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2157925,1,Scientific Literature,Bioorg. Med. Chem.,2012,
CHEMBL2147640,,0,652.39,1,4.26,14-slow,CC(C)(C)c1cc(c2OP(=O)(O[C@H]3C[C@@H](O[C@@H]3CO)N4C=C(I)C(=O)NC4=O)OCc2c1F)C(C)(C)C,IC50,'>',3000000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL2148783,Inhibition of human BChE after 24 hrs by microplate reader method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2146438,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1952067,,0,261.8,0,2.38,15b,Cl.CCCCCN1CC(C)(C)CN=C1\C=N\O,IC50,'=',68000,nM,4.17,,,UO_0000065,18.49,0.36,1.79,8.65,FALSE,CHEMBL1954099,Inhibition of human recombinant BChE using butyrylthiocholine as substrate after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1952053,,0,191.66,0,0.57,7g,Cl.CN(C)\C(=N/C1CC1)\C=N\O,IC50,'>',200000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1954099,Inhibition of human recombinant BChE using butyrylthiocholine as substrate after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1952058,,0,239.71,0,1.36,12b,Cl.O\N=C\C1=NCCN1Cc2ccccc2,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1954101,Reactivation of Sp-GBC-inhibited human BChE after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1952052,,0,223.7,0,0.44,7f,Cl.COCCC\N=C(\C=N\O)/N(C)C,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1954101,Reactivation of Sp-GBC-inhibited human BChE after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL54727,,0,337.42,0,3.67,(-)-1,CN1CC[C@]2(C)C1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,IC50,'=',1300,nM,5.89,,,UO_0000065,17.44,0.32,2.22,13.14,FALSE,CHEMBL651303,Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1131001,1,Scientific Literature,J. Med. Chem.,1998,
CHEMBL1643944,,0,558.4,1,6.39,12,[Br-].[Br-].C(CCCCC[n+]1ccc2ccccc2c1)CCCC[n+]3ccc4ccccc4c3,IC50,'=',1600,nM,5.8,,,UO_0000065,14.54,0.26,-0.59,74.69,FALSE,CHEMBL1671582,Inhibition of human plasmatic BChE by Lineweaver-Burk plot analysis,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1667816,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL105537,,0,586.46,1,7.17,14,[Br-].[Br-].C(CCCCCC[n+]1ccc2ccccc2c1)CCCCC[n+]3ccc4ccccc4c3,IC50,'=',100,nM,7,,,UO_0000065,16.41,0.3,-0.17,90.21,FALSE,CHEMBL1671582,Inhibition of human plasmatic BChE by Lineweaver-Burk plot analysis,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1667816,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL523830,,0,383.4,0,2.3,2i,O=C(NCc1ccccc1)O[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)c4ccccc4,Inhibition,'=',99,%,,,,UO_0000187,,,,,FALSE,CHEMBL986291,Inhibition of human plasma BuchE at 100 uM by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140164,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL3122148,,0,487,1,6.69,13a,CCOC(=O)c1ccc2nc(c3CCCN(Cc4ccc(OC)cc4)c3c2c1)c5ccc(Cl)cc5,Inhibition,'=',12.4,%,,,,UO_0000187,,,,,FALSE,CHEMBL3124384,Inhibition of human serum BChE using butyrylthiocholine iodide as substrate at 30 uM preincubated for 20 mins followed by substrate addition measured after 5 mins by Ellman's method relative to control,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3120164,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL602314,,0,346.46,1,5.24,21,O=C(NCCc1ccccc1)N2c3ccccc3Sc4ccccc24,Ki,'=',190,nM,6.72,,,UO_0000065,19.4,0.37,1.48,20.78,FALSE,CHEMBL1068997,Inhibition of human plasma BuChE by modified Ellman's spectrophotometric method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1157634,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,Rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',37,nM,7.43,,,UO_0000065,29.69,0.56,4.67,22.67,FALSE,CHEMBL1042759,Inhibition of BuChE,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156822,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL3116288,,0,365.43,0,4.95,11,[O-][N+](=O)c1ccc2c(c1)c(OCC3CCCCC3)nn2Cc4ccccc4,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3119241,Inhibition of human BuChE using butyrylthiocholine as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112400,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL2147635,,0,654.38,2,5.23,24-slow,CC(C)(C)c1cc(c2OP(=O)(OC[C@H]3O[C@H](C[C@@H]3F)N4C=C(I)C(=O)NC4=O)OCc2c1F)C(C)(C)C,IC50,'=',19.8,nM,7.7,,,UO_0000065,11.77,0.28,2.47,7.08,FALSE,CHEMBL2148782,Inhibition of human BChE after 30 mins by microplate reader method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2146438,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL3126014,,0,311.18,0,1.07,17,[Br-].O\N=C\c1nccn1CCC[n+]2ccccc2,K,'=',0.65,/min,,Non standard unit for type,,,,,,,FALSE,CHEMBL3130295,Reactivation of cyclosarin OP-inactivated human plasma BChE assessed as reactivation rate constant using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3125875,,0,181.24,0,1.88,RS-113B,CCCCCn1ccnc1\C=N\O,Activity,'=',110,%,,,,UO_0000187,,,,,FALSE,CHEMBL3130298,Reactivation of OP-inactivated human plasma BChE using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL2414863,,0,137.14,0,0.57,4Apa,NC(=O)Nc1ccncc1,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL2415266,Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2413015,1,Scientific Literature,Bioorg. Med. Chem.,2013,
CHEMBL1915761,GANODERIOL F,0,454.7,1,6.41,9,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,IC50,'>',200000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1918467,Inhibition of BChE assessed as hydrolysis of butrylcholine preincubated for 15 mins measured after 15 mins by colorimetric Ellman assay,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1914414,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL441300,,0,283.24,0,1.37,8c,CC(=O)Oc1ccccc1C(=O)OCCCO[N+](=O)[O-],Km,'=',2.904,10^4M,,Non standard unit for type,,,,,,,FALSE,CHEMBL887180,Activity of butyrylcholinesterase in human plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1139206,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,
CHEMBL3628064,,0,484.37,0,3.62,16,[Br-].COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccc(F)cc4)cc3)c2c1,IC50,'=',7500,nM,5.12,,,UO_0000065,12.67,0.23,1.5,8.84,FALSE,CHEMBL3631133,Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3627616,1,Scientific Literature,Eur. J. Med. Chem.,2015,
CHEMBL3126005,,0,195.24,0,1.4,TAB2OH,C[N+](C)(C)c1cccc(O)c1\C=N\O,Activity,'=',60,%,,,,UO_0000187,,,,,FALSE,CHEMBL3130298,Reactivation of OP-inactivated human plasma BChE using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL14577,PRALIDOXIME IODIDE,0,264.07,0,0.32,2PAM,[I-].C[n+]1ccccc1\C=N\O,Activity,'=',73,%,,,,UO_0000187,,,,,FALSE,CHEMBL3130298,Reactivation of OP-inactivated human plasma BChE using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3642048,,0,527.67,2,5.64,BDBM132079,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCNc3c4CCCCc4nc5ccccc35)cc12,IC50,'=',2.07,nM,8.68,,264594,UO_0000065,16.46,0.3,3.04,8.03,FALSE,CHEMBL3708022,Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman,,,,,,,,,,,,,,,,,,
CHEMBL3277218,,0,282.47,0,3.59,Table VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3910142,,0,452.6,0,4.96,5f,Oc1cccc2ccc(CN(CC#C)C(CCC3CCN(Cc4ccccc4)CC3)C#N)nc12,Ki,'=',52.5,nM,7.28,,,UO_0000065,16.08,0.29,2.32,11.48,FALSE,CHEMBL3862337,Mixed-type inhibition of human recombinant BuChE expressed in HEK293 cells using S-butyrylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Lineweaver-Burk plot analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3861952,1,Scientific Literature,Eur J Med Chem,2016,CHEMBL3307715
CHEMBL3093794,,0,466.26,0,4.07,4,[Br-].[Br-].C(CCC[n+]1ccccc1)CCC[n+]2ccc3ccccc3c2,IC50,'=',1000,nM,6,,,UO_0000065,19.58,0.36,1.93,77.32,FALSE,CHEMBL3095603,Inhibition of human plasmatic BChE after 5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3091342,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,
CHEMBL1669479,AMBENONIUM DICHLORIDE,0,552.37,0,3.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2425413,,0,373.32,0,0.75,10,FC(F)(F)c1cccc(NC(=S)NNC=C2C(=O)NC(=O)NC2=O)c1,Inhibition,'=',75.88,%,,,,UO_0000187,,,,,FALSE,CHEMBL2429275,Inhibition of BChE (unknown origin) using butyryl thiocholine iodide as substrate at 0.5 mM after 30 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2424571,1,Scientific Literature,Med Chem Res,2013,
CHEMBL3605308,,0,442.54,1,5.39,60,CN(C)CCC[C@]1(OCc2cc(ccc12)c3nnc([nH]3)c4ccccc4)c5ccc(F)cc5,Inhibition,'=',81.76,%,,,,UO_0000187,,,,,FALSE,CHEMBL3607336,Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate at 0.5 mM preincubated for 30 mins before substrate addition measured after 30 mins by Ellman method relative to control,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3603773,1,Scientific Literature,Bioorg. Med. Chem.,2015,
CHEMBL3605434,,0,472.56,1,5.4,86,COc1cccc(c1)c2nnc([nH]2)c3ccc4c(CO[C@@]4(CCCN(C)C)c5ccc(F)cc5)c3,IC50,'=',103430,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL3607423,Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 30 mins before substrate addition measured after 30 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3603773,1,Scientific Literature,Bioorg. Med. Chem.,2015,
CHEMBL659,GALANTAMINE,4,287.36,0,1.85,GAL,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,Inhibition,'=',29,%,,,,UO_0000187,,,,,FALSE,CHEMBL3871102,Inhibition of BuChE (unknown origin) at 10 uM by spectrophotometric analysis based Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3870350,1,Scientific Literature,Bioorg Med Chem Lett,2017,
CHEMBL659,GALANTAMINE,4,287.36,0,1.85,GAL,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,IC50,'=',10000,nM,5,,,UO_0000065,17.4,0.33,3.15,11.92,FALSE,CHEMBL3871101,Inhibition of BuChE (unknown origin) by spectrophotometric analysis based Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3870350,1,Scientific Literature,Bioorg Med Chem Lett,2017,
CHEMBL3752974,,0,238.33,0,3.82,1f,CC(C)NCc1cccc2[nH]c3ccccc3c12,IC50,'=',8100,nM,5.09,,,UO_0000065,21.36,0.39,1.27,18.3,FALSE,CHEMBL3755056,Inhibition of human BChE using BTC as substrate preincubated for 5 mins followed by substrate addition measured after 2 mins by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3751731,1,Scientific Literature,Bioorg. Med. Chem.,2016,
CHEMBL3237532,,0,331.76,0,3.71,4b,Fc1ccc(cc1Cl)c2nn3c(nnc3s2)c4ccncc4,Inhibition,'=',14.4,%,,,,UO_0000187,,,,,FALSE,CHEMBL3239779,Inhibition of human BChE using butyrylthiocholine iodide as substrate preincubated for 10 mins before substrate addition after 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3232838,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL3605313,,0,458.54,1,5.1,65,CN(C)CCC[C@]1(OCc2cc(ccc12)c3nnc([nH]3)c4cccc(O)c4)c5ccc(F)cc5,IC50,'=',118540,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL3607423,Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 30 mins before substrate addition measured after 30 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3603773,1,Scientific Literature,Bioorg. Med. Chem.,2015,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,Rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',30,nM,7.52,,,UO_0000065,30.05,0.57,4.76,22.95,FALSE,CHEMBL3375245,Inhibition of recombinant human BChE by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352549,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3828293,,0,556.7,2,6.98,14,CN(CCCCCOc1ccc2C=CC(=O)Oc2c1)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3,IC50,'=',1.23,nM,8.91,,,UO_0000065,16.01,0.3,1.93,11,FALSE,CHEMBL3829833,Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3826877,1,Scientific Literature,J. Med. Chem.,2016,
CHEMBL3828054,,0,538.6,2,5.51,18,O=C(NCCCCCc1ccccc1)Oc2ccc(Cn3cc(COc4ccc5C=CC(=O)Oc5c4)nn3)cc2,IC50,'=',1.17,nM,8.93,,,UO_0000065,16.58,0.3,3.42,8.23,FALSE,CHEMBL3829833,Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3826877,1,Scientific Literature,J. Med. Chem.,2016,
CHEMBL440526,,0,480.61,1,5.75,9,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C=CC(=O)Oc3c2)c1,IC50,'=',1.36,nM,8.87,,,UO_0000065,18.45,0.35,3.12,10.94,FALSE,CHEMBL3829834,Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3826877,1,Scientific Literature,J. Med. Chem.,2016,
CHEMBL2011483,,0,601.67,2,9.4,(+/-)-7a,Cl.CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCNc5c6CCCCc6nc7ccccc57,IC50,'=',24.6,nM,7.61,,,UO_0000065,13.46,0.25,-1.79,15.27,FALSE,CHEMBL2015199,Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010698,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL3217208,,0,688.62,2,9.79,(+)-7b,Cl.Cl.Cl.CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCNc5c6CCCCc6nc7ccccc57,IC50,'=',139,nM,6.86,,,UO_0000065,11.84,0.22,-2.93,13.76,FALSE,CHEMBL2015199,Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010698,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2011487,,0,630.71,2,8.55,(+/-)-7c,Cl.CN(CCCNc1c2CCCCc2nc3ccccc13)CCCNc4c5C6CC(Cc5nc7cc(Cl)ccc47)C=C(C)C6,IC50,'=',44.2,nM,7.36,,,UO_0000065,12.38,0.23,-1.2,13.86,FALSE,CHEMBL2015199,Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010698,1,Scientific Literature,J. Med. Chem.,2012,
