"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL2019047","Oc1cc(O)c2C(=O)C=C(Oc2c1)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",0.8,"nM",9.1,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2016543","Inhibition of human serum BChE by Ellman's method","J. Med. Chem.",2012,594.15,6.59
"CHEMBL2019048","COc1cc(O)c2C(=O)C=C(Oc2c1)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35","IC50","'='",5,"nM",8.3,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2016543","Inhibition of human serum BChE by Ellman's method","J. Med. Chem.",2012,642.62,7.55
"CHEMBL2425410","Clc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1","IC50","'='",75410,"nM",4.12,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2424571","Inhibition of BChE (unknown origin) using butyryl thiocholine iodide as substrate after 30 mins by Ellman's method","Med Chem Res",2013,355.83,0.55
"CHEMBL292695","Cc1ccccc1NC(=O)Oc2ccc3N(Cc4ccccc4)C5N(Cc6ccccc6)CC[C@@]5(C)c3c2","IC50","'='",641,"nM",6.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1132219","Ability to inhibit butyrylcholinesterase (BChE), freshly prepared from human plasma","J. Med. Chem.",1999,503.65,7.12
"CHEMBL3905695","COc1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1","IC50","'='",760,"nM",6.12,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3860024","Inhibition of human serum BuChE using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method","Eur J Med Chem",2016,378.52,4.13
"CHEMBL331637","CC1(C)C2CCC1(C)c3nc4ccccc4c(N)c23","IC50","'='",88000,"nM",4.06,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1130398","In vitro inhibition of Butyrylcholinesterase from human plasma.","J. Med. Chem.",1997,252.36,3.99
"CHEMBL60167","Nc1c2Cc3ccccc3c2nc4ccccc14","IC50","'='",3100,"nM",5.51,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1130398","In vitro inhibition of Butyrylcholinesterase from human plasma.","J. Med. Chem.",1997,232.29,3.39
"CHEMBL3970840","CN1c2ccccc2C(NCCCCCCC(=O)NCCCNc3c4CCCCc4nc5ccccc35)c6ccc(Cl)cc6S1(=O)=O","IC50","'='",11.58,"nM",7.94,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3856224","Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method","Eur J Med Chem",2016,674.31,7.15
"CHEMBL3897530","CN1c2ccccc2C(NCCCCCCC(=O)NCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35)c6ccc(Cl)cc6S1(=O)=O","IC50","'='",30.41,"nM",7.52,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3856224","Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method","Eur J Med Chem",2016,736.81,8.59
"CHEMBL2112391","Cc1cccc2COP(=O)(OC[C@@H]3C[C@@H](F)[C@@H](O3)n4cnc5c(N)ncnc45)Oc12","IC50","'='",1100,"nM",5.96,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1148460","Inhibitory activity towards human butyrylcholinesterase","J. Med. Chem.",2004,435.35,3.08
"CHEMBL3322231","Clc1ccc(cc1)c2nc3ccc(cc3c4NCCCc24)C(=O)NCCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57","IC50","'='",286,"nM",6.54,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3352669","Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate by spectrophotometric analysis","Eur. J. Med. Chem.",2014,717.18,10.18
"CHEMBL3322232","Clc1ccc(cc1)c2nc3ccc(cc3c4NCCCc24)C(=O)NCCCNc5c6CCCCc6nc7cc(Cl)ccc57","IC50","'='",120,"nM",6.92,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3352669","Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate by spectrophotometric analysis","Eur. J. Med. Chem.",2014,647.05,8.23
"CHEMBL104355","CN(C)Cc1oc(CSCCNc2ccc(F)cc2[N+](=O)[O-])cc1","IC50","'='",3300,"nM",5.48,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1125532","In vitro inhibition of human butryl cholinesterase.","J. Med. Chem.",1992,353.42,3.73
"CHEMBL2425411","Cc1cccc(Cl)c1NC(=S)NNC=C2C(=O)NC(=O)NC2=O","IC50","'='",8810,"nM",5.05,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2424571","Inhibition of BChE (unknown origin) using butyryl thiocholine iodide as substrate after 30 mins by Ellman's method","Med Chem Res",2013,353.79,0.69
"CHEMBL146080","C\C=C(/C)\C(=O)N[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC=C4[C@H](C)N(C)C)[C@@]2(C)C[C@H]1O","IC50","'='",23780,"nM",4.62,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1145898","In vitro anticholinesterase activity against butyrylcholinesterase from torpedo californica","J. Med. Chem.",2003,440.67,4.86
"CHEMBL584935","Oc1ccccc1C(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)OC(=O)N4CCOCC4","IC50","'='",1057,"nM",5.98,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1156822","Inhibition of BuChE in human liver microsomes","J. Med. Chem.",2010,379.37,0.55
"CHEMBL2414858","Oc1ccc(\C=N\NC(=O)Nc2ccncc2)c(O)c1","IC50","'='",58250,"nM",4.24,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2413015","Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method","Bioorg. Med. Chem.",2013,272.26,1.65
"CHEMBL3787613","CCCCCCCNC(=O)Oc1ccc2N(C)C(N(C)Cc2c1)c3cccs3","IC50","'='",13,"nM",7.89,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3785077","Inhibition of human butyrylcholinesterase using butyrylcholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method","J. Med. Chem.",2016,401.58,5.39
"CHEMBL3818782","[O-][N+](=O)c1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1","IC50","'='",4230,"nM",5.37,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3817754","Inhibition of human serum butyrylcholinesterase preincubated for 5 mins followed by addition of S-butyrylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,393.49,4.03
"CHEMBL395018","Fc1cccc(C(=O)C(=O)c2cccc(F)c2F)c1F","Ki","'='",1270,"nM",5.9,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1147944","Inhibition of human BChE","Bioorg. Med. Chem.",2007,282.19,3.31
"CHEMBL572572","CO[C@H]1O[C@@H]([C@H](N=[N+]=[N-])C(=O)OCc2ccccc2)[C@@H](OCc3ccccc3)[C@@]4(OCc5ccccc5)[C@H](CO[C@@H]14)OCc6ccccc6","IC50","'='",4200,"nM",5.38,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1154078","Inhibition of BChE in human serum assessed as hydrolysis of butyrylthiocholine by Ellman's method","Bioorg. Med. Chem.",2009,665.74,6.31
"CHEMBL330883","Nc1c2CCCCCc2nc3ccccc13","IC50","'='",14,"nM",7.85,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1130398","In vitro inhibition of Butyrylcholinesterase from human plasma.","J. Med. Chem.",1997,212.3,3.09
"CHEMBL3260180","OC1(CCCCC1)c2cn(nn2)c3ccc(cc3C#N)[N+](=O)[O-]","IC50","'='",42400,"nM",4.37,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259684","Inhibition of BChE (unknown origin) using BCh iodide as substrate preincubated for 15 mins prior to substrate addition measured after 10 mins by Ellman's method","Eur. J. Med. Chem.",2014,313.32,2.2
"CHEMBL333580","CC(C)c1ccc(NC(=O)Oc2ccc3N(C)[C@H]4ON(C)CC[C@@]4(C)c3c2)cc1","IC50","'='",25,"nM",7.6,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1135547","Ex vivo inhibition of human plasma Butyrylcholinesterase.","J. Med. Chem.",2002,395.5,4.72
"CHEMBL573095","CCC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCO","IC50","'='",3640,"nM",5.44,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1154060","Inhibition of human recombinant BuChE by Ellman's assay","Bioorg. Med. Chem.",2009,342.87,4.68
"CHEMBL3260556","CCSc1ccccc1c2cnc([nH]2)c3ccsc3","IC50","'='",100,"nM",7,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259684","Inhibition of BChE (unknown origin) using BCh iodide as substrate preincubated for 15 mins prior to substrate addition measured after 10 mins by Ellman's method","Eur. J. Med. Chem.",2014,286.43,4.92
"CHEMBL556939","C[C@]1(CO)CCC[C@@]2(C)[C@@H]3CC[C@@H]4C[C@@]3([C@@H](O)C[C@@H]12)[C@H]5O[C@@]45C","IC50","'='",25000,"nM",4.6,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1152325","Inhibition of BChE by spectrophotometry","J. Nat. Prod.",2009,320.47,3.13
"CHEMBL3260553","C1C(Sc2ccccc2N=C1c3ccccc3)c4cccs4","IC50","'='",9100,"nM",5.04,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259684","Inhibition of BChE (unknown origin) using BCh iodide as substrate preincubated for 15 mins prior to substrate addition measured after 10 mins by Ellman's method","Eur. J. Med. Chem.",2014,321.47,6.11
"CHEMBL2237298","Cc1ccc(cc1)C2CC(=Nc3ccccc3S2)c4ccccc4O","IC50","'='",14000,"nM",4.85,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259684","Inhibition of BChE (unknown origin) using BCh iodide as substrate preincubated for 15 mins prior to substrate addition measured after 10 mins by Ellman's method","Eur. J. Med. Chem.",2014,345.47,6.06
"CHEMBL3764488","NC1=C(C#N)C2(C(=O)c3ccc(Br)c4c(Br)ccc2c34)C(=C5NCCCN15)[N+](=O)[O-]","IC50","'='",24670,"nM",4.61,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3763108","Inhibition of BChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,531.16,3.25
"CHEMBL75743","CNC(=O)Oc1ccc2NC3NCC[C@]3(C)c2c1","IC50","'='",237,"nM",6.62,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1131001","Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.","J. Med. Chem.",1998,247.3,1.41
"CHEMBL2160234","COc1cc(OC)cc(c1)C(=O)c2c(oc3ccccc23)c4cccc(OCCCCCCCN(C)Cc5ccccc5)c4","IC50","'='",48,"nM",7.32,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2157903","Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method","Eur. J. Med. Chem.",2012,591.75,8.81
"CHEMBL3765162","NC1=C(C#N)C2(C(=O)Nc3ccccc23)C(=C4NCCN14)[N+](=O)[O-]","IC50","'='",13460,"nM",4.87,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3763108","Inhibition of BChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,324.3,-0.07
"CHEMBL3765476","NC1=C(C#N)C2(C(=O)Nc3ccc(cc23)[N+](=O)[O-])C(=C(NCc4ccccc4)N1Cc5ccccc5)[N+](=O)[O-]","IC50","'='",14950,"nM",4.83,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3763108","Inhibition of BChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,523.51,3.23
"CHEMBL3764900","NC1=C(C#N)C2(C(=O)c3cccc4cccc2c34)C(=C5NCCCN15)[N+](=O)[O-]","IC50","'='",26130,"nM",4.58,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3763108","Inhibition of BChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,373.37,1.72
"CHEMBL76135","C[C@@]12CCN(Cc3ccccc3)C1N(Cc4ccccc4)c5ccc(OC(=O)Nc6ccccc6)cc25","IC50","'='",513,"nM",6.29,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1131001","Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.","J. Med. Chem.",1998,489.62,6.81
"CHEMBL290628","CCCCNC(=O)Oc1ccc2c(c1)c(C)cn2N(CCC)c3ccncc3F","IC50","'='",920,"nM",6.04,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1130558","In vitro inhibition of human serum Butyrylcholinesterase using butyrylthiocholine as substrate; 0.69-1.2","Bioorg. Med. Chem. Lett.",1997,398.48,5.05
"CHEMBL3260555","Oc1ccccc1C2=Nc3ccccc3SC(C2)c4ccc(cc4)[N+](=O)[O-]","IC50","'='",57000,"nM",4.24,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259684","Inhibition of BChE (unknown origin) using BCh iodide as substrate preincubated for 15 mins prior to substrate addition measured after 10 mins by Ellman's method","Eur. J. Med. Chem.",2014,376.44,5.66
"CHEMBL3277220","CCCCCCCCCCN1CCCC(C1)C(=O)N(C)C","IC50","'='",21877.62,"nM",4.66,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3272258","Inhibition of butyrylcholinesterase (unknown origin)","J. Med. Chem.",1976,296.5,3.93
"CHEMBL2386992","O=C1C=CC(=O)N1c2ccncc2","Ki","'='",15640,"nM",4.81,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2384962","Competitive inhibition of human serum BChE using butyrylthiolcholine iodide as substrate by Lineweaver-Burk plot analysis","Bioorg. Med. Chem. Lett.",2013,174.16,0.51
"CHEMBL2147630","O[C@H]1C[C@@H](O[C@@H]1COP2(=O)OCc3ccccc3O2)N4C=C(I)C(=O)NC4=O","IC50","'='",9.2,"nM",8.04,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2146438","Inhibition of human BChE after 30 mins by microplate reader method","J. Med. Chem.",2012,522.19,1.52
"CHEMBL2147632","CC(C)(C)c1cc(c2OP(=O)(OC[C@H]3O[C@H](C[C@@H]3O)N4C=C(I)C(=O)NC4=O)OCc2c1F)C(C)(C)C","IC50","'='",1135,"nM",5.95,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2146438","Inhibition of human BChE after 30 mins by microplate reader method","J. Med. Chem.",2012,652.39,4.26
"CHEMBL3233826","CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCNC(=O)c5cc(O)c6C(=O)c7c(O)cccc7C(=O)c6c5","IC50","'='",950,"nM",6.02,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3232829","Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method","J. Med. Chem.",2014,672.61,7.08
"CHEMBL3410955","Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",19.2,"nM",7.72,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3407429","Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 6 mins before substrate addition by Ellman's method","Eur. J. Med. Chem.",2015,543.75,7.01
"CHEMBL3621334","CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCN3C(=CC(=O)N(CCCCC[N+](CC)(Cc4ccccc4[N+](=O)[O-])CCCCCN5C(=O)C=C(C)N(CCCCC1)C5=O)C3=O)C","IC50","'='",10000,"nM",5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3621133","Inhibition of BChE from human plasma","MedChemComm",2014,1046.94,7.24
"CHEMBL591234","O=C(NC1CCCCC1)N2c3ccccc3Sc4ccccc24","Ki","'='",2810,"nM",5.55,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1157634","Inhibition of human plasma BuChE by modified Ellman's spectrophotometric method","Bioorg. Med. Chem.",2010,324.45,5.33
"CHEMBL3087683","CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c3ccc(c(F)c3)c4ccccc4","IC50","'='",16400,"nM",4.79,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3085683","Inhibition of human recombinant BuChE by Ellman's assay","Bioorg. Med. Chem. Lett.",2013,513.61,4.63
"CHEMBL3099497","Nc1cccc2c(NCCCCCCCCNc3c4CCCCc4nc5ccccc35)c6CCCCc6nc12","Ki","'='",8.26,"nM",8.08,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3098022","Inhibition of human butyrylcholine esterase","ACS Med. Chem. Lett.",2013,521.75,7.99
"CHEMBL589789","CCCNC(=O)N1c2ccccc2Sc3ccccc13","Ki","'='",20500,"nM",4.69,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1157634","Inhibition of human plasma BuChE by modified Ellman's spectrophotometric method","Bioorg. Med. Chem.",2010,284.38,4.41
"CHEMBL601889","O=C(NCc1ccccc1)O[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OCc4ccccc4","IC50","'='",52,"nM",7.28,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1156880","Inhibition of human plasma BuChE preincubated for 30 mins before substrate addition by Ellman's assay","Bioorg. Med. Chem.",2010,369.42,2.66
"CHEMBL2206894","COc1ccccc1C2c3ccc4ccccc4c3Oc5nc6CCCCc6c(N)c25","IC50","'='",9370,"nM",5.03,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2203041","Inhibition of human BuChE using butyrylthiocholine iodide as substrate incubated for 10 mins prior to substrate addition measured after 15 mins by Ellman's method","Eur. J. Med. Chem.",2012,408.5,5.99
"CHEMBL1917825","COc1ccc2nc3CCCCc3c(NCCCC=C)c2c1","IC50","'='",1100,"nM",5.96,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1914376","Inhibition of human plasmatic BChE after 5 mins using spectrophotometer by Ellman's method","Bioorg. Med. Chem. Lett.",2011,296.41,4.5
"CHEMBL106344","CN(C)Cc1oc(CSCCNc2cc(NCc3ccccn3)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1","IC50","'='",5200,"nM",5.28,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1125532","In vitro inhibition of human butryl cholinesterase.","J. Med. Chem.",1992,486.55,4.51
"CHEMBL3642050","CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4CCCCc4nc5ccc(Cl)cc35)cc12","IC50","'='",0.88,"nM",9.06,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3639238","Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.","",2014,590.17,7.08
"CHEMBL3335021","CC(N(C)C)c1cc(O)c2c(OC(=O)c3ccccc23)c1","IC50","'='",4200,"nM",5.38,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3351711","Inhibition of human recombinant BuChE using butyrylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method","Bioorg. Med. Chem.",2014,319.79,3.27
"CHEMBL3642040","CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35)cc12","IC50","'='",0.25,"nM",9.6,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3639238","Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.","",2014,555.72,6.42
"CHEMBL1952063","O\N=C\C1=NCCCN1Cc2ccccc2","IC50","'='",11000,"nM",4.96,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1949498","Inhibition of human recombinant BChE using butyrylthiocholine as substrate after 20 mins by Ellman method","J. Med. Chem.",2012,253.73,1.75
"CHEMBL3586608","CN(Cc1ccccc1)Cc2ccc(COc3ccc4C(=CC(=O)Oc4c3)CO)cc2","IC50","'='",9300,"nM",5.03,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3585305","Inhibition of human serum BuChE by spectrophotometric Ellman's method","J. Med. Chem.",2015,451.95,4.5
"CHEMBL3642045","CC(=O)O[C@@]12CCN([C@@H]1N(C(=O)C)c3ccc(OC(=O)NCCCCCCNc4c5CCCCc5nc6ccccc46)cc23)C(=O)C","IC50","'='",3.15,"nM",8.5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3639238","Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.","",2014,641.77,5.58
"CHEMBL3628056","Fc1ccccc1C[n+]2ccc(cc2)C(=O)NCCc3c[nH]c4ccccc34","IC50","'='",4100,"nM",5.39,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3627616","Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method","Eur. J. Med. Chem.",2015,454.34,3.62
"CHEMBL3628058","Fc1ccc(C[n+]2ccc(cc2)C(=O)NCCc3c[nH]c4ccccc34)cc1","IC50","'='",4800,"nM",5.32,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3627616","Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method","Eur. J. Med. Chem.",2015,454.34,3.62
"CHEMBL3628063","COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4cccc(F)c4)cc3)c2c1","IC50","'='",7900,"nM",5.1,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3627616","Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method","Eur. J. Med. Chem.",2015,484.37,3.62
"CHEMBL3410957","Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",110.1,"nM",6.96,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3407429","Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 6 mins before substrate addition by Ellman's method","Eur. J. Med. Chem.",2015,585.83,8.18
"CHEMBL3827589","COc1ccc(cc1)C2=Cc3ccc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)cc3OC2=O","IC50","'='",1.3,"nM",8.89,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3826877","Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,634.77,7.87
"CHEMBL3827189","CN(CCCOc1ccc2C=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4","IC50","'='",3.51,"nM",8.46,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3826877","Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,639.19,8.52
"CHEMBL3954861","c1ccc2c(cccc2c1)c3nccc4c5ccccc5[nH]c34","IC50","'='",220,"nM",6.66,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3870350","Inhibition of BuChE (unknown origin) by spectrophotometric analysis based Ellman's assay","Bioorg Med Chem Lett",2017,294.36,5.54
"CHEMBL1940615","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)OC)Cc2ccccc2OC","IC50","'='",22800,"nM",4.64,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1938257","Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,400.52,3.23
"CHEMBL1940618","COc1ccccc1CN2CCC(CC2)N3CCC(CC3)NC4=CC(=O)c5ccccc5C4=O","IC50","'='",3160,"nM",5.5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1938257","Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,459.59,3.68
"CHEMBL3632626","COc1ccc2nc3CCCCc3c(NCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1","IC50","'='",290,"nM",6.54,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3632576","Inhibition of human plasmatic BChE using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured every 2 mins by Ellman's method","J. Med. Chem.",2015,531.7,5.85
"CHEMBL1940612","CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc3ccccc3OC","IC50","'='",1490,"nM",5.83,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1938257","Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,420.55,4.63
