"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL2297983","OC(COc1ccc(cc1)[N+](=O)[O-])CN2CCCN(CC2)c3nc4ccc(Cl)cc4s3","Ki","'='",263.15,"nM",6.58,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,462.96,3.81
"CHEMBL475161","COc1cc2C\C(=C/c3cccc(CN4CCCCC4)c3)\C(=O)c2cc1OC","Ki","'='",70.9,"nM",7.15,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,377.48,4.51
"CHEMBL180437","CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1","Ki","'='",1340,"nM",5.87,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,369.46,3.73
"CHEMBL178152","COc1cc2CC(Oc3ccc(cc3)C(C)N(C)C)C(=O)c2cc1OC","Ki","'='",543.47,"nM",6.26,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,355.43,3.51
"CHEMBL156630","C\N=C/1\CCc2c1n(C)c3ccc(OC(=O)NCc4ccccc4)c(Br)c23","IC50","'='",4190,"nM",5.38,"CHEMBL220","Acetylcholinesterase","CHEMBL1151505","Inhibition of acetylcholinesterase.","Bioorg. Med. Chem. Lett.",1996,426.31,4.59
"CHEMBL515891","CCN(C)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1","Ki","'='",506.78,"nM",6.29,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,353.46,3.75
"CHEMBL3786937","CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1","IC50","'='",132.03,"nM",6.88,"CHEMBL220","Acetylcholinesterase","CHEMBL3784977","Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem.",2016,234.3,1.52
"CHEMBL3785391","CN(C)C(=O)NC1CCc2cc(O)ccc2C1","IC50","'='",7.16,"nM",8.14,"CHEMBL220","Acetylcholinesterase","CHEMBL3784977","Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem.",2016,234.3,1.52
"CHEMBL130427","Nc1c2CCCCc2nc3cnccc13","IC50","'='",2600,"nM",5.58,"CHEMBL220","Acetylcholinesterase","CHEMBL1126001","In vitro inhibition of acetylcholinesterase isolated from human erythrocytes.","Bioorg. Med. Chem. Lett.",1991,199.26,2.09
"CHEMBL601410","C(CCC[n+]1cccc2ccccc12)CC[n+]3cccc4ccccc34","IC50","'='",25000,"nM",4.6,"CHEMBL220","Acetylcholinesterase","CHEMBL1759923","Inhibition of human erythrocyte recombinant AChE by modified Ellman's method","Bioorg. Med. Chem. Lett.",2011,502.29,4.83
"CHEMBL1761999","C(\C=C/C[n+]1cccc2ccccc12)[n+]3cccc4ccccc34","IC50","'='",2000,"nM",5.7,"CHEMBL220","Acetylcholinesterase","CHEMBL1759923","Inhibition of human erythrocyte recombinant AChE by modified Ellman's method","Bioorg. Med. Chem. Lett.",2011,383.32,3.82
"CHEMBL32778","O\N=C\c1cc[n+](CCC[n+]2ccc(\C=N\O)cc2)cc1","Kd","'='",79000,"nM",4.1,"CHEMBL220","Acetylcholinesterase","CHEMBL3352540","Reactivation of tabun-inhibited human acetylcholinesterase assessed as dissociation constant","Bioorg. Med. Chem. Lett.",2014,286.33,0.97
"CHEMBL2238006","Nc1c2Cc3ccccc3c2nc4nc(cc(c14)C(F)(F)F)c5ccccc5","IC50","'='",17560,"nM",4.75,"CHEMBL220","Acetylcholinesterase","CHEMBL3044866","Inhibition of AChE (unknown origin) after 10 min by Ellmans method","Med Chem Res",2012,377.37,5.47
"CHEMBL160219","CNC(=O)Oc1ccc2c(c1)c3CC\C(=N\CCc4ccccc4)\c3n2C","IC50","'='",160,"nM",6.8,"CHEMBL220","Acetylcholinesterase","CHEMBL1151505","Inhibition of acetylcholinesterase.","Bioorg. Med. Chem. Lett.",1996,361.45,3.87
"CHEMBL160836","CC\N=C/1\CCc2c1n(C)c3ccc(OC(=O)NC)c(Br)c23","IC50","'='",140,"nM",6.85,"CHEMBL220","Acetylcholinesterase","CHEMBL1151505","Inhibition of acetylcholinesterase.","Bioorg. Med. Chem. Lett.",1996,364.24,3.41
"CHEMBL1952063","O\N=C\C1=NCCCN1Cc2ccccc2","IC50","'='",28000,"nM",4.55,"CHEMBL220","Acetylcholinesterase","CHEMBL1949498","Inhibition of human recombinant AChE using acetylthiocholine as substrate after 1 hr by Ellman method","J. Med. Chem.",2012,253.73,1.75
"CHEMBL87373","COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](CC4CC4)cc3","IC50","'='",110,"nM",6.96,"CHEMBL220","Acetylcholinesterase","CHEMBL1135325","Concentration required for the inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2002,462.41,4.43
"CHEMBL1952062","CCCCCN1CCCN=C1\C=N\O","IC50","'='",21000,"nM",4.68,"CHEMBL220","Acetylcholinesterase","CHEMBL1949498","Inhibition of human recombinant AChE using acetylthiocholine as substrate after 1 hr by Ellman method","J. Med. Chem.",2012,233.74,1.74
"CHEMBL1952067","CCCCCN1CC(C)(C)CN=C1\C=N\O","IC50","'='",89000,"nM",4.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1949498","Inhibition of human recombinant AChE using acetylthiocholine as substrate after 1 hr by Ellman method","J. Med. Chem.",2012,261.8,2.38
"CHEMBL1940613","CCN(CCCCCCNC1=CC(=O)c2ncccc2C1=O)Cc3ccccc3OC","IC50","'='",27.9,"nM",7.55,"CHEMBL220","Acetylcholinesterase","CHEMBL1938257","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,421.54,4.03
"CHEMBL1940617","NCCCCCCNC1=CC(=O)c2ccccc2C1=O","IC50","'='",64500,"nM",4.19,"CHEMBL220","Acetylcholinesterase","CHEMBL1938257","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,272.35,2.06
"CHEMBL1940619","COC1=CC(=O)C(=CC1=O)N2CCC(CC2)C3CCN(Cc4ccccc4OC)CC3","IC50","'='",24400,"nM",4.61,"CHEMBL220","Acetylcholinesterase","CHEMBL1938257","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate after 20 mins preincubation by Ellman method","J. Med. Chem.",2011,424.54,3.19
"CHEMBL1770554","O=C1C=C(NCCCNCc2ccc(cc2)c3nc4ccccc4s3)C(=O)C=C1NCCCNCc5ccc(cc5)c6nc7ccccc7s6","IC50","'='",31400,"nM",4.5,"CHEMBL220","Acetylcholinesterase","CHEMBL1770071","Inhibition of human serum AChE","Bioorg. Med. Chem. Lett.",2011,698.92,7
"CHEMBL1084213","CN1CCN(CC1)c2nccc(NCc3cccc4ccccc34)n2","IC50","'='",17500,"nM",4.76,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,333.44,2.99
"CHEMBL1082979","C(Cc1ccccc1)Nc2ccnc(n2)N3CCSCC3","IC50","'='",26400,"nM",4.58,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,300.43,2.68
"CHEMBL1940738","COc1cc2OC(=O)C(=C(C)c2cc1OC)OCCCCOc3cc(O)cc(c3)N(C)C","IC50","'='",0.236,"nM",9.63,"CHEMBL220","Acetylcholinesterase","CHEMBL1938328","Inhibition of AChE","Bioorg. Med. Chem.",2012,443.5,4.13
"CHEMBL292788","CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCN4CCOCC4)cc23","IC50","'='",700,"nM",6.16,"CHEMBL220","Acetylcholinesterase","CHEMBL1128816","In vitro inhibitory activity against Acetylcholinesterase from human RBC","Bioorg. Med. Chem. Lett.",1995,374.49,1.48
"CHEMBL208132","COc1ccccc1C(O)c2nccc3cc(OC)c(OC)cc23","IC50","'='",6940,"nM",5.16,"CHEMBL220","Acetylcholinesterase","CHEMBL1146949","Inhibition of AChE activity","Bioorg. Med. Chem. Lett.",2006,325.36,3.34
"CHEMBL88049","COc1cc2cc(sc2cc1OC)C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3","IC50","'='",110,"nM",6.96,"CHEMBL220","Acetylcholinesterase","CHEMBL1135325","Concentration required for the inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2002,546.57,6.72
"CHEMBL157017","CN1CCC(=C2Cc3ccccc3C2=O)CC1","IC50","'='",1200,"nM",5.92,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,227.31,2.45
"CHEMBL335922","Nc1c2CCCc2nc3OCCCc13","IC50","'='",1120,"nM",5.95,"CHEMBL220","Acetylcholinesterase","CHEMBL1126001","In vitro inhibition of acetylcholinesterase isolated from human erythrocytes.","Bioorg. Med. Chem. Lett.",1991,190.25,1.48
"CHEMBL3133427","Cn1ncc2C(NC(=O)CN3CCN(Cc4ccccc4)CC3)c5ccsc5c12","IC50","'='",930,"nM",6.03,"CHEMBL220","Acetylcholinesterase","CHEMBL3132857","Inhibition of human erythrocyte AChE using acetylthiocholine chloride by spectrophotometry","MedChemComm",2013,407.54,2.49
"CHEMBL1915760","C[C@H](CC\C=C(/C)\C(=O)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C","IC50","'='",21110,"nM",4.68,"CHEMBL220","Acetylcholinesterase","CHEMBL1914414","Inhibition of AChE assessed as hydrolysis of acetylcholine preincubated for 15 mins measured after 15 mins by colorimetric Ellman assay","Bioorg. Med. Chem. Lett.",2011,454.7,7.32
"CHEMBL3093797","C(CCCCC[n+]1ccc2ccccc2c1)CCCC[n+]3ccccc3","IC50","'='",20,"nM",7.7,"CHEMBL220","Acetylcholinesterase","CHEMBL3091342","Inhibition of human recombinant AChE after 5 mins by Ellman's method","Bioorg. Med. Chem. Lett.",2013,508.34,5.24
"CHEMBL611732","CCN(CCCCCCNc1ccc(CCc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc4ccccc4OC","IC50","'='",30902.95,"nM",4.51,"CHEMBL220","Acetylcholinesterase","CHEMBL1149275","Inhibition of human recombinant AChE","J. Med. Chem.",2004,707.06,10.48
"CHEMBL19949","CC[N+](C)(CCCCCC(=O)N1CCC(CCC2CCN(CC2)C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC1)Cc4ccccc4OC","IC50","'='",5.754,"nM",8.24,"CHEMBL220","Acetylcholinesterase","CHEMBL1149275","Inhibition of human recombinant AChE","J. Med. Chem.",2004,1002.95,8.72
"CHEMBL222818","CCN(CCCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc4ccccc4OC","IC50","'='",63.1,"nM",7.2,"CHEMBL220","Acetylcholinesterase","CHEMBL1149275","Inhibition of human recombinant AChE","J. Med. Chem.",2004,811.03,9.34
"CHEMBL222946","CCN(CCCCCC(=O)N1CCC(CC2CCN(CC2)C(=O)CCCCCN(CC)Cc3ccccc3OC)CC1)Cc4ccccc4OC","IC50","'='",3.311,"nM",8.48,"CHEMBL220","Acetylcholinesterase","CHEMBL1149275","Inhibition of human recombinant AChE","J. Med. Chem.",2004,795.08,8.04
"CHEMBL512096","CC1(C)CC(=O)C2=C(C1)Nc3nc4CCCCc4c(N)c3C2c5ccccc5","IC50","'='",710,"nM",6.15,"CHEMBL220","Acetylcholinesterase","CHEMBL1155914","Inhibition of human erythrocyte AChE by Ellman's method","Bioorg. Med. Chem.",2008,373.5,4.74
"CHEMBL468001","COc1ccc(cc1)C2C3=C(CC(C)(C)CC3=O)Nc4nc5CCCCc5c(N)c24","IC50","'='",370,"nM",6.43,"CHEMBL220","Acetylcholinesterase","CHEMBL1155914","Inhibition of human erythrocyte AChE by Ellman's method","Bioorg. Med. Chem.",2008,403.53,4.75
"CHEMBL100366","CN1CC[C@]2(C)C1N(C=O)c3ccc(OC(=O)Nc4ccccc4)cc23","IC50","'='",780.4,"nM",6.11,"CHEMBL220","Acetylcholinesterase","CHEMBL1130392","Inhibition of human acetylcholinesterase from erythrocytes (RBC)","J. Med. Chem.",1997,351.41,3.19
"CHEMBL173136","CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc2ccccc2C(F)(F)F","IC50","'='",4570.88,"nM",5.34,"CHEMBL220","Acetylcholinesterase","CHEMBL1136713","Inhibitory concentration against acetylcholinesterase from human erythrocytes","J. Med. Chem.",2003,770.99,10.45
"CHEMBL175047","CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc2ccccc2OC","IC50","'='",204.17,"nM",6.69,"CHEMBL220","Acetylcholinesterase","CHEMBL1136713","Inhibitory concentration against acetylcholinesterase from human erythrocytes","J. Med. Chem.",2003,640.99,9.54
"CHEMBL278342","COc1ccc(cc1)C2=CC3=C(C[C@@]4(O)[C@@](C)(CC[C@@]5(O)C(C)(C)C=CC(=O)[C@]45C)O3)C(=O)O2","IC50","'='",26,"nM",7.58,"CHEMBL220","Acetylcholinesterase","CHEMBL1133041","Inhibitory activity against Acetylcholinesterase","Bioorg. Med. Chem. Lett.",2000,466.53,3.44
"CHEMBL294745","Nc1ccc2c(N)c3Cc4ccccc4c3nc2c1","IC50","'='",28840.32,"nM",4.54,"CHEMBL220","Acetylcholinesterase","CHEMBL1133184","Experimental pIC50 values for the inhibition of acetylcholinesterase","J. Med. Chem.",2000,247.3,2.97
"CHEMBL507304","CCN(CCCCCCN1C(=O)c2ccc(cc2C1=O)c3ccc4C(=O)N(CCCCCCN(CC)Cc5ccccc5OC)C(=O)c4c3)Cc6ccccc6OC","IC50","'='",14,"nM",7.85,"CHEMBL220","Acetylcholinesterase","CHEMBL1152287","Inhibition of human recombinant AChE by Ellman's assay","J. Med. Chem.",2008,787.01,8.73
"CHEMBL449941","CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc3ccccc3OC","IC50","'='",72.4,"nM",7.14,"CHEMBL220","Acetylcholinesterase","CHEMBL1152287","Inhibition of human recombinant AChE by Ellman's assay","J. Med. Chem.",2008,580.86,6.91
"CHEMBL3597946","CCOC(=O)Cc1csc(NC(=O)C[n+]2ccc(\C=N\O)cc2)n1","Kd","'='",12900,"nM",4.89,"CHEMBL220","Acetylcholinesterase","CHEMBL3596175","Reactivation of VX-inhibited human acetylcholinesterase assessed as dissociation constant incubated for 60 mins using ATChI substrate by DTNB dye based UV-visible spectrophotometry","Bioorg. Med. Chem.",2015,384.85,0.98
"CHEMBL1288822","COc1ccc(cc1OC)C2C(NC3(C(=O)Nc4ccccc34)C25Cc6cc(OC)c(OC)cc6C5=O)c7ccccc7","IC50","'='",5200,"nM",5.28,"CHEMBL220","Acetylcholinesterase","CHEMBL1287675","Inhibition of human acetyl cholinesterase by Ellmann's method","Bioorg. Med. Chem. Lett.",2010,576.65,5.42
"CHEMBL205321","CC(C)c1ccc(NC(=O)Oc2ccc3O[C@@H]4C[C@@](C)(CO4)c3c2)cc1","IC50","'='",3430,"nM",5.46,"CHEMBL220","Acetylcholinesterase","CHEMBL1146079","Anticholinesterase activity against human erythrocyte AChE","J. Med. Chem.",2006,353.42,4.82
"CHEMBL426674","Cc1ccccc1NC(=O)Oc2ccc3O[C@H]4OCC[C@@]4(C)c3c2","IC50","'='",20,"nM",7.7,"CHEMBL220","Acetylcholinesterase","CHEMBL1146079","Anticholinesterase activity against human erythrocyte AChE","J. Med. Chem.",2006,325.36,4
"CHEMBL65667","CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCN4CCOCC4)cc23","IC50","'='",3800,"nM",5.42,"CHEMBL220","Acetylcholinesterase","CHEMBL1128816","Inhibition of Acetylcholinesterase (AChE) from human RBC","Bioorg. Med. Chem. Lett.",1995,388.51,1.87
"CHEMBL304447","Nc1c2Cc3ccccc3c2nc4cc(F)ccc14","IC50","'='",1202.26,"nM",5.92,"CHEMBL220","Acetylcholinesterase","CHEMBL1133184","Experimental pIC50 values for the inhibition of acetylcholinesterase","J. Med. Chem.",2000,250.28,3.53
"CHEMBL1819169","C(CCCN1CCOCC1)CCNc2c3CCCCc3nc4ccccc24","IC50","'='",68.9,"nM",7.16,"CHEMBL220","Acetylcholinesterase","CHEMBL1817594","Inhibition of human serum recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method","Eur. J. Med. Chem.",2011,367.54,4.42
"CHEMBL106936","CN(C)Cc1oc(CSCCNc2cc(NCc3ccccc3)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1","IC50","'='",690,"nM",6.16,"CHEMBL220","Acetylcholinesterase","CHEMBL1125532","In vitro inhibition of human acetylcholinesterase.","J. Med. Chem.",1992,485.57,5.12
"CHEMBL85404","COc1ccc2C[N+](C)(C)CC[C@@]34C=C[C@H](O)CC3Oc1c24","EC50","'='",630,"nM",6.2,"CHEMBL220","Acetylcholinesterase","CHEMBL1135324","In vitro reversal of vecuronium-induced neuromuscular block in guinea pig hemi-diaphragm.","Bioorg. Med. Chem. Lett.",2002,302.39,1.99
"CHEMBL132531","CN1CC[C@]2(C)[C@H]1N(C)c3cc(C)c(OC(=O)Nc4ccccc4)cc23","IC50","'='",260,"nM",6.58,"CHEMBL220","Acetylcholinesterase","CHEMBL1134282","In vitro inhibition of human erythrocyte acetylcholinesterase.","J. Med. Chem.",2001,351.45,3.98
"CHEMBL59790","COc1ccc(cc1OC)C(=O)CCc2ccc(cc2)[N+](C)(C)C","IC50","'='",3000,"nM",5.52,"CHEMBL220","Acetylcholinesterase","CHEMBL1135872","In vitro inhibitory activity against human recombinant AChE","Bioorg. Med. Chem. Lett.",2002,408.34,3.72
"CHEMBL307721","CNC(=O)Oc1ccc2N(C)[C@H]3N(CC=C)CC[C@@]3(C)c2c1","IC50","'='",32,"nM",7.5,"CHEMBL220","Acetylcholinesterase","CHEMBL1124889","Inhibitory activity against Acetylcholinesterase in cortex","J. Med. Chem.",1990,301.39,2.33
"CHEMBL140241","CO[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4[C@H](C)N(C)C=O)[C@@H]3CC=C2C1","IC50","'='",48977.88,"nM",4.31,"CHEMBL220","Acetylcholinesterase","CHEMBL1136484","Compound was tested for the in silico inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2003,371.57,4.98
"CHEMBL87980","COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](CC=C)cc3","IC50","'='",540,"nM",6.27,"CHEMBL220","Acetylcholinesterase","CHEMBL1135325","Concentration required for the inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2002,448.38,4.21
"CHEMBL136916","CC(=O)CCC[N+](C)(C)C","IC50","'='",84722.74,"nM",4.07,"CHEMBL220","Acetylcholinesterase","CHEMBL1130277","Inhibition acetylcholinesterase (AChE) enzyme.","J. Med. Chem.",1997,144.24,1.06
"CHEMBL418712","CN(C)Cc1oc(CSCCCCCCCCCSCc2oc(CN(C)C)cc2)cc1","IC50","'='",460,"nM",6.34,"CHEMBL220","Acetylcholinesterase","CHEMBL1125408","The compound was evaluated for the inhibition of human Acetylcholinesterase","J. Med. Chem.",1992,466.76,6.89
"CHEMBL29300","CN(CCn1cc[n+](C)c1\C=N\O)S(=O)(=O)C","IC50","'='",6800,"nM",5.17,"CHEMBL220","Acetylcholinesterase","CHEMBL1125664","In vitro concentration of compound required for reversibly inhibiting 50% of human anticholinesterase activity","J. Med. Chem.",1991,296.78,-0.99
"CHEMBL473866","Clc1ccc2c(NCCCNCCCCCOc3cccc4[nH]c5ccccc5c34)c6CCCCc6nc2c1","IC50","'='",1.54,"nM",8.81,"CHEMBL220","Acetylcholinesterase","CHEMBL1155822","Inhibition of human recombinant AChE by Ellman's method","J. Med. Chem.",2008,541.14,8.04
"CHEMBL478667","Clc1ccc2c(NCCCNCCCCOc3cccc4[nH]c5ccccc5c34)c6CCCCc6nc2c1","IC50","'='",1.65,"nM",8.78,"CHEMBL220","Acetylcholinesterase","CHEMBL1155822","Inhibition of human recombinant AChE by Ellman's method","J. Med. Chem.",2008,527.11,7.65
"CHEMBL1289507","COc1cc2CC3(C(CN(C)C34C(=O)Nc5ccc(cc45)[N+](=O)[O-])c6ccc(F)cc6)C(=O)c2cc1OC","IC50","'='",8600,"nM",5.07,"CHEMBL220","Acetylcholinesterase","CHEMBL1287675","Inhibition of human acetyl cholinesterase by Ellmann's method","Bioorg. Med. Chem. Lett.",2010,517.51,4.05
"CHEMBL2448609","Cc4ccc(cc4)C(=O)OC(C(OC(=O)c5ccc(C)cc5)C(=O)O)C(=O)O","IC50","'='",62,"nM",7.21,"CHEMBL220","Acetylcholinesterase","CHEMBL1125437","In vitro inhibitory activity against human Acetylcholinesterase","J. Med. Chem.",1992,762.9,NA
"CHEMBL1289825","COc1cc2CC3(C(C(NC34C(=O)Nc5ccccc45)c6ccccc6)c7ccc(F)cc7)C(=O)c2cc1OC","IC50","'='",6860,"nM",5.16,"CHEMBL220","Acetylcholinesterase","CHEMBL1287675","Inhibition of human acetyl cholinesterase by Ellmann's method","Bioorg. Med. Chem. Lett.",2010,534.59,5.54
"CHEMBL1288823","COc1cc2CC3(C(C(NC34C(=O)Nc5ccc(Cl)cc45)c6ccccc6)c7ccc(F)cc7)C(=O)c2cc1OC","IC50","'='",9860,"nM",5.01,"CHEMBL220","Acetylcholinesterase","CHEMBL1287675","Inhibition of human acetyl cholinesterase by Ellmann's method","Bioorg. Med. Chem. Lett.",2010,569.03,6.2
"CHEMBL1289942","COc1cc2CC3(C(C(NC34C(=O)Nc5ccccc45)c6ccccc6)c7ccccc7)C(=O)c2cc1OC","IC50","'='",5120,"nM",5.29,"CHEMBL220","Acetylcholinesterase","CHEMBL1287675","Inhibition of human acetyl cholinesterase by Ellmann's method","Bioorg. Med. Chem. Lett.",2010,516.6,5.4
"CHEMBL3215535","C(CC1CCN(Cc2ccccc2)CC1)Nc3ccc(nn3)c4ccccc4","IC50","'='",140,"nM",6.85,"CHEMBL220","Acetylcholinesterase","CHEMBL1132590","Inhibitory concentration against acetylcholinesterase (AChE) from human erythrocytes","J. Med. Chem.",1999,445.44,4.86
"CHEMBL79012","COc1ccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2ccc(OC)cc2)cc1","IC50","'='",5754.4,"nM",5.24,"CHEMBL220","Acetylcholinesterase","CHEMBL1136713","Inhibitory concentration against acetylcholinesterase from human erythrocytes","J. Med. Chem.",2003,666.99,7.65
"CHEMBL258893","COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc34)c1OC","Ki","'='",1120,"nM",5.95,"CHEMBL220","Acetylcholinesterase","CHEMBL2163249","Uncompetitive inhibition of human AChE using acetyl thiocholine iodide as substrate by Lineweaver-Burk double-reciprocal analysis","Bioorg. Med. Chem.",2012,383.83,3.72
"CHEMBL336686","COc1ccc(CN2CCC(CCN3C(=O)c4ccc(cc4C3=O)[N+](=O)[O-])CC2)cc1","IC50","'='",440,"nM",6.36,"CHEMBL220","Acetylcholinesterase","CHEMBL1155460","Inhibition of AChE","Eur. J. Med. Chem.",2010,423.47,3.5
"CHEMBL360055","CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC","Ki","'='",37000,"nM",4.43,"CHEMBL220","Acetylcholinesterase","CHEMBL1150386","Inhibition of human AChE","J. Med. Chem.",2008,510.83,5.45
"CHEMBL612098","CCN(CC)C(=O)Oc1ccc2N(C)C3N(C)CC[C@@]3(C)c2c1","IC50","'='",39994.47,"nM",4.4,"CHEMBL220","Acetylcholinesterase","CHEMBL1130277","Inhibition acetylcholinesterase (AChE) enzyme.","J. Med. Chem.",1997,317.43,2.9
"CHEMBL136052","C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C)N(C)C(=O)C","IC50","'='",50118.72,"nM",4.3,"CHEMBL220","Acetylcholinesterase","CHEMBL1136484","Compound was tested for the in silico inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2003,402.67,5.44
"CHEMBL3818992","Oc1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1O","IC50","'='",1450,"nM",5.84,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,380.49,3.53
"CHEMBL3817981","Oc1ccccc1\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2","IC50","'='",2680,"nM",5.57,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,364.49,3.82
"CHEMBL3823197","O=C(CCc1c[nH]c2ccccc12)NC3CCN(Cc4ccccc4)CC3","IC50","'='",8320,"nM",5.08,"CHEMBL220","Acetylcholinesterase","CHEMBL3822387","Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method","Bioorg. Med. Chem.",2016,361.49,3.88
"CHEMBL424100","CC(C)\C(=C\C(=O)N(C)[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC=C4[C@H](C)N(C)C)C1)\C","IC50","'='",6165.95,"nM",5.21,"CHEMBL220","Acetylcholinesterase","CHEMBL1136484","Compound was tested for the in silico inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2003,468.77,6.94
"CHEMBL1814730","Fc1ccc(cc1)C(=O)NCCCNc2c3CCCCc3nc4ccccc24","IC50","'='",0.809,"nM",9.09,"CHEMBL220","Acetylcholinesterase","CHEMBL1811888","Inhibition of AChE by Ellman's method","Eur. J. Med. Chem.",2011,413.92,4.48
"CHEMBL542220","CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1","IC50","'='",82.6,"nM",7.08,"CHEMBL220","Acetylcholinesterase","CHEMBL1134674","In vitro inhibition of human erythrocyte Acetylcholinesterase.","J. Med. Chem.",2001,414.93,4.46
"CHEMBL3093787","O=C1N(CCCCCCNc2c3CCCCc3nc4ccccc24)[Se]c5ccccc15","IC50","'='",19.52,"nM",7.71,"CHEMBL220","Acetylcholinesterase","CHEMBL3091394","Inhibition of human AChE using acetylthiocholine chloride as substrate preincubated for 15 mins by Ellman's method","Bioorg. Med. Chem. Lett.",2013,478.5,NA
